id,date,state_name,state_code,district_name,district_code,project,sector
19595,01-03-2025,Telangana,36,Peddapalli,682,3,28
19596,01-03-2025,Telangana,36,Rajanna Sircilla,683,2,24
19597,01-03-2025,Telangana,36,Ranga Reddy,518,7,63
19598,01-03-2025,Telangana,36,Sangareddy,691,5,60
19599,01-03-2025,Telangana,36,Siddipet,692,5,47
19600,01-03-2025,Telangana,36,Suryapet,696,5,48
19601,01-03-2025,Telangana,36,Vikarabad,698,5,45
19602,01-03-2025,Telangana,36,Wanaparthy,693,3,23
19603,01-03-2025,Telangana,36,Warangal,522,3,37
19604,01-03-2025,Telangana,36,Yadadri Bhuvanagiri,697,4,36
19730,01-04-2025,Andhra Pradesh,28,Alluri Sitharama Raju,745,19,144
19731,01-04-2025,Andhra Pradesh,28,Anakapalli,744,9,75
19732,01-04-2025,Andhra Pradesh,28,Ananthapuramu,502,11,91
19733,01-04-2025,Andhra Pradesh,28,Annamayya,753,11,98
19734,01-04-2025,Andhra Pradesh,28,Bapatla,750,9,77
19735,01-04-2025,Andhra Pradesh,28,Chittoor,503,12,97
19736,01-04-2025,Andhra Pradesh,28,Dr. B.R. Ambedkar Konaseema,747,7,69
19737,01-04-2025,Andhra Pradesh,28,East Godavari,505,7,59
19738,01-04-2025,Andhra Pradesh,28,Eluru,748,10,87
19739,01-04-2025,Andhra Pradesh,28,Guntur,506,6,58
19740,01-04-2025,Andhra Pradesh,28,Kakinada,746,9,78
19741,01-04-2025,Andhra Pradesh,28,Krishna,510,8,65
19742,01-04-2025,Andhra Pradesh,28,Kurnool,511,10,73
19743,01-04-2025,Andhra Pradesh,28,Nandyal,755,6,67
19744,01-04-2025,Andhra Pradesh,28,Ntr,749,6,53
19745,01-04-2025,Andhra Pradesh,28,Palnadu,751,9,83
19746,01-04-2025,Andhra Pradesh,28,Parvathipuram Manyam,743,10,86
19747,01-04-2025,Andhra Pradesh,28,Prakasam,517,13,119
19748,01-04-2025,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,13,118
19749,01-04-2025,Andhra Pradesh,28,Sri Sathya Sai,754,12,114
19750,01-04-2025,Andhra Pradesh,28,Srikakulam,519,16,131
19751,01-04-2025,Andhra Pradesh,28,Tirupati,752,12,97
19752,01-04-2025,Andhra Pradesh,28,Visakhapatnam,520,3,29
19753,01-04-2025,Andhra Pradesh,28,Vizianagaram,521,11,99
19754,01-04-2025,Andhra Pradesh,28,West Godavari,523,7,64
19755,01-04-2025,Andhra Pradesh,28,Y.S.R. Kadapa,504,13,92
20011,01-04-2025,Karnataka,29,Bagalkote,524,6,85
20012,01-04-2025,Karnataka,29,Ballari,528,4,47
20013,01-04-2025,Karnataka,29,Belagavi,527,14,209
20014,01-04-2025,Karnataka,29,Bengaluru Rural,526,4,43
20015,01-04-2025,Karnataka,29,Bengaluru South,631,5,53
20016,01-04-2025,Karnataka,29,Bengaluru Urban,525,6,94
20017,01-04-2025,Karnataka,29,Bidar,529,5,61
20018,01-04-2025,Karnataka,29,Chamarajanagar,531,5,56
20019,01-04-2025,Karnataka,29,Chikkaballapura,630,6,74
20020,01-04-2025,Karnataka,29,Chikkamagaluru,532,7,65
20021,01-04-2025,Karnataka,29,Chitradurga,533,7,88
20022,01-04-2025,Karnataka,29,Dakshina Kannada,534,7,82
20023,01-04-2025,Karnataka,29,Davanagere,535,5,64
20024,01-04-2025,Karnataka,29,Dharwad,536,6,58
20025,01-04-2025,Karnataka,29,Gadag,537,5,45
20026,01-04-2025,Karnataka,29,Hassan,539,8,85
20027,01-04-2025,Karnataka,29,Haveri,540,7,78
20028,01-04-2025,Karnataka,29,Kalaburagi,538,9,115
20029,01-04-2025,Karnataka,29,Kodagu,541,3,34
20030,01-04-2025,Karnataka,29,Kolar,542,6,79
20031,01-04-2025,Karnataka,29,Koppal,543,5,71
20032,01-04-2025,Karnataka,29,Mandya,544,8,89
20033,01-04-2025,Karnataka,29,Mysuru,545,9,107
20034,01-04-2025,Karnataka,29,Raichur,546,8,96
20035,01-04-2025,Karnataka,29,Shivamogga,547,7,85
20036,01-04-2025,Karnataka,29,Tumakuru,548,11,138
20037,01-04-2025,Karnataka,29,Udupi,549,4,48
20038,01-04-2025,Karnataka,29,Uttara Kannada,550,11,99
20039,01-04-2025,Karnataka,29,Vijayanagara,738,5,55
20040,01-04-2025,Karnataka,29,Vijayapura,530,7,86
20041,01-04-2025,Karnataka,29,Yadgir,635,4,50
20042,01-04-2025,Kerala,32,Alappuzha,554,15,87
20043,01-04-2025,Kerala,32,Ernakulam,555,23,109
20044,01-04-2025,Kerala,32,Idukki,556,13,55
20045,01-04-2025,Kerala,32,Kannur,557,21,94
20046,01-04-2025,Kerala,32,Kasaragod,558,12,41
20047,01-04-2025,Kerala,32,Kollam,559,21,93
20048,01-04-2025,Kerala,32,Kottayam,560,15,85
20049,01-04-2025,Kerala,32,Kozhikode,561,21,106
20050,01-04-2025,Kerala,32,Malappuram,562,29,130
20051,01-04-2025,Kerala,32,Palakkad,563,21,108
20052,01-04-2025,Kerala,32,Pathanamthitta,564,12,57
20053,01-04-2025,Kerala,32,Thiruvananthapuram,565,24,104
20054,01-04-2025,Kerala,32,Thrissur,566,23,115
20055,01-04-2025,Kerala,32,Wayanad,567,8,37
20231,01-04-2025,Puducherry,34,Karaikal,598,1,8
20232,01-04-2025,Puducherry,34,Mahe,,1,1
20233,01-04-2025,Puducherry,34,Puducherry,600,4,23
20234,01-04-2025,Puducherry,34,Yanam,,1,1
20305,01-04-2025,Tamil Nadu,33,Ariyalur,610,6,22
20306,01-04-2025,Tamil Nadu,33,Chengalpattu,730,8,49
20307,01-04-2025,Tamil Nadu,33,Chennai,568,16,73
20308,01-04-2025,Tamil Nadu,33,Coimbatore,569,18,48
20309,01-04-2025,Tamil Nadu,33,Cuddalore,570,14,71
20310,01-04-2025,Tamil Nadu,33,Dharmapuri,571,8,37
20311,01-04-2025,Tamil Nadu,33,Dindigul,572,15,63
20312,01-04-2025,Tamil Nadu,33,Erode,573,15,58
20313,01-04-2025,Tamil Nadu,33,Kallakurichi,729,9,40
20314,01-04-2025,Tamil Nadu,33,Kancheepuram,574,6,38
20315,01-04-2025,Tamil Nadu,33,Kanniyakumari,575,10,50
20316,01-04-2025,Tamil Nadu,33,Karur,576,8,26
20317,01-04-2025,Tamil Nadu,33,Krishnagiri,577,10,50
20318,01-04-2025,Tamil Nadu,33,Madurai,578,17,72
20319,01-04-2025,Tamil Nadu,33,Mayiladuthurai,735,5,19
20320,01-04-2025,Tamil Nadu,33,Nagapattinam,579,7,22
20321,01-04-2025,Tamil Nadu,33,Namakkal,580,16,57
20322,01-04-2025,Tamil Nadu,33,Perambalur,581,4,13
20323,01-04-2025,Tamil Nadu,33,Pudukkottai,582,13,86
20324,01-04-2025,Tamil Nadu,33,Ramanathapuram,583,11,42
20325,01-04-2025,Tamil Nadu,33,Ranipet,731,8,26
20326,01-04-2025,Tamil Nadu,33,Salem,584,22,91
20327,01-04-2025,Tamil Nadu,33,Sivaganga,585,12,43
20328,01-04-2025,Tamil Nadu,33,Tenkasi,733,11,34
20329,01-04-2025,Tamil Nadu,33,Thanjavur,586,16,60
20330,01-04-2025,Tamil Nadu,33,The Nilgiris,587,4,20
20331,01-04-2025,Tamil Nadu,33,Theni,588,9,34
20332,01-04-2025,Tamil Nadu,33,Thiruvallur,589,13,79
20333,01-04-2025,Tamil Nadu,33,Thiruvarur,590,10,34
20334,01-04-2025,Tamil Nadu,33,Thoothukkudi,594,13,54
20335,01-04-2025,Tamil Nadu,33,Tiruchirappalli,591,16,54
20336,01-04-2025,Tamil Nadu,33,Tirunelveli,592,10,32
20337,01-04-2025,Tamil Nadu,33,Tirupathur,732,7,31
20338,01-04-2025,Tamil Nadu,33,Tiruppur,634,14,44
20339,01-04-2025,Tamil Nadu,33,Tiruvannamalai,593,19,68
20340,01-04-2025,Tamil Nadu,33,Vellore,595,8,35
20341,01-04-2025,Tamil Nadu,33,Viluppuram,596,14,62
20342,01-04-2025,Tamil Nadu,33,Virudhunagar,597,12,47
20343,01-04-2025,Telangana,36,Adilabad,501,5,51
20344,01-04-2025,Telangana,36,Bhadradri Kothagudem,690,11,84
20345,01-04-2025,Telangana,36,Hanumakonda,686,3,32
20346,01-04-2025,Telangana,36,Hyderabad,507,5,37
20347,01-04-2025,Telangana,36,Jagitial,681,4,42
20348,01-04-2025,Telangana,36,Jangoan,689,3,27
20349,01-04-2025,Telangana,36,Jayashankar Bhupalapally,687,2,26
20350,01-04-2025,Telangana,36,Jogulamba Gadwal,695,3,29
20351,01-04-2025,Telangana,36,Kamareddy,685,5,48
20352,01-04-2025,Telangana,36,Karimnagar,508,4,31
20353,01-04-2025,Telangana,36,Khammam,509,7,74
20354,01-04-2025,Telangana,36,Kumuram Bheem Asifabad,699,5,40
20355,01-04-2025,Telangana,36,Mahabubabad,688,5,58
20356,01-04-2025,Telangana,36,Mahabubnagar,512,4,47
20357,01-04-2025,Telangana,36,Mancherial,684,4,38
20358,01-04-2025,Telangana,36,Medak,513,4,42
20359,01-04-2025,Telangana,36,Medchal Malkajgiri,700,3,32
20360,01-04-2025,Telangana,36,Mulugu,720,4,27
20361,01-04-2025,Telangana,36,Nagarkurnool,694,5,46
20362,01-04-2025,Telangana,36,Nalgonda,514,9,82
20363,01-04-2025,Telangana,36,Narayanpet,721,3,29
20364,01-04-2025,Telangana,36,Nirmal,680,4,37
20365,01-04-2025,Telangana,36,Nizamabad,516,5,59
20366,01-04-2025,Telangana,36,Peddapalli,682,3,28
20367,01-04-2025,Telangana,36,Rajanna Sircilla,683,2,24
20368,01-04-2025,Telangana,36,Ranga Reddy,518,7,63
20369,01-04-2025,Telangana,36,Sangareddy,691,5,60
20370,01-04-2025,Telangana,36,Siddipet,692,5,47
20371,01-04-2025,Telangana,36,Suryapet,696,5,48
20372,01-04-2025,Telangana,36,Vikarabad,698,5,45
20373,01-04-2025,Telangana,36,Wanaparthy,693,3,23
20374,01-04-2025,Telangana,36,Warangal,522,3,37
20375,01-04-2025,Telangana,36,Yadadri Bhuvanagiri,697,4,36
20501,01-05-2025,Andhra Pradesh,28,Alluri Sitharama Raju,745,19,144
20502,01-05-2025,Andhra Pradesh,28,Anakapalli,744,9,75
20503,01-05-2025,Andhra Pradesh,28,Ananthapuramu,502,11,91
20504,01-05-2025,Andhra Pradesh,28,Annamayya,753,11,98
20505,01-05-2025,Andhra Pradesh,28,Bapatla,750,9,77
20506,01-05-2025,Andhra Pradesh,28,Chittoor,503,12,97
20507,01-05-2025,Andhra Pradesh,28,Dr. B.R. Ambedkar Konaseema,747,7,69
20508,01-05-2025,Andhra Pradesh,28,East Godavari,505,7,59
20509,01-05-2025,Andhra Pradesh,28,Eluru,748,10,87
20510,01-05-2025,Andhra Pradesh,28,Guntur,506,6,58
20511,01-05-2025,Andhra Pradesh,28,Kakinada,746,9,78
20512,01-05-2025,Andhra Pradesh,28,Krishna,510,8,65
20513,01-05-2025,Andhra Pradesh,28,Kurnool,511,10,73
20514,01-05-2025,Andhra Pradesh,28,Nandyal,755,6,67
20515,01-05-2025,Andhra Pradesh,28,Ntr,749,6,53
20516,01-05-2025,Andhra Pradesh,28,Palnadu,751,9,83
20517,01-05-2025,Andhra Pradesh,28,Parvathipuram Manyam,743,10,86
20518,01-05-2025,Andhra Pradesh,28,Prakasam,517,13,119
20519,01-05-2025,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,13,118
20520,01-05-2025,Andhra Pradesh,28,Sri Sathya Sai,754,12,114
20521,01-05-2025,Andhra Pradesh,28,Srikakulam,519,16,131
20522,01-05-2025,Andhra Pradesh,28,Tirupati,752,12,97
20523,01-05-2025,Andhra Pradesh,28,Visakhapatnam,520,3,29
20524,01-05-2025,Andhra Pradesh,28,Vizianagaram,521,11,99
20525,01-05-2025,Andhra Pradesh,28,West Godavari,523,7,64
20526,01-05-2025,Andhra Pradesh,28,Y.S.R. Kadapa,504,13,92
20782,01-05-2025,Karnataka,29,Bagalkote,524,6,85
20783,01-05-2025,Karnataka,29,Ballari,528,4,47
20784,01-05-2025,Karnataka,29,Belagavi,527,14,209
20785,01-05-2025,Karnataka,29,Bengaluru Rural,526,4,43
20786,01-05-2025,Karnataka,29,Bengaluru South,631,5,53
20787,01-05-2025,Karnataka,29,Bengaluru Urban,525,6,94
20788,01-05-2025,Karnataka,29,Bidar,529,5,61
20789,01-05-2025,Karnataka,29,Chamarajanagar,531,5,56
20790,01-05-2025,Karnataka,29,Chikkaballapura,630,6,74
20791,01-05-2025,Karnataka,29,Chikkamagaluru,532,7,65
20792,01-05-2025,Karnataka,29,Chitradurga,533,7,88
20793,01-05-2025,Karnataka,29,Dakshina Kannada,534,7,82
20794,01-05-2025,Karnataka,29,Davanagere,535,5,64
20795,01-05-2025,Karnataka,29,Dharwad,536,6,58
20796,01-05-2025,Karnataka,29,Gadag,537,5,45
20797,01-05-2025,Karnataka,29,Hassan,539,8,85
20798,01-05-2025,Karnataka,29,Haveri,540,7,78
20799,01-05-2025,Karnataka,29,Kalaburagi,538,9,115
20800,01-05-2025,Karnataka,29,Kodagu,541,3,34
20801,01-05-2025,Karnataka,29,Kolar,542,6,79
20802,01-05-2025,Karnataka,29,Koppal,543,5,71
20803,01-05-2025,Karnataka,29,Mandya,544,8,89
20804,01-05-2025,Karnataka,29,Mysuru,545,9,107
20805,01-05-2025,Karnataka,29,Raichur,546,8,96
20806,01-05-2025,Karnataka,29,Shivamogga,547,7,85
20807,01-05-2025,Karnataka,29,Tumakuru,548,11,138
20808,01-05-2025,Karnataka,29,Udupi,549,4,48
20809,01-05-2025,Karnataka,29,Uttara Kannada,550,11,99
20810,01-05-2025,Karnataka,29,Vijayanagara,738,5,55
20811,01-05-2025,Karnataka,29,Vijayapura,530,7,86
20812,01-05-2025,Karnataka,29,Yadgir,635,4,50
20813,01-05-2025,Kerala,32,Alappuzha,554,15,87
20814,01-05-2025,Kerala,32,Ernakulam,555,23,109
20815,01-05-2025,Kerala,32,Idukki,556,13,55
20816,01-05-2025,Kerala,32,Kannur,557,21,94
20817,01-05-2025,Kerala,32,Kasaragod,558,12,41
20818,01-05-2025,Kerala,32,Kollam,559,21,93
20819,01-05-2025,Kerala,32,Kottayam,560,15,85
20820,01-05-2025,Kerala,32,Kozhikode,561,21,106
20821,01-05-2025,Kerala,32,Malappuram,562,29,130
20822,01-05-2025,Kerala,32,Palakkad,563,21,108
20823,01-05-2025,Kerala,32,Pathanamthitta,564,12,57
20824,01-05-2025,Kerala,32,Thiruvananthapuram,565,24,104
20825,01-05-2025,Kerala,32,Thrissur,566,23,115
20826,01-05-2025,Kerala,32,Wayanad,567,8,37
21002,01-05-2025,Puducherry,34,Karaikal,598,1,8
21003,01-05-2025,Puducherry,34,Mahe,,1,1
21004,01-05-2025,Puducherry,34,Puducherry,600,4,23
21005,01-05-2025,Puducherry,34,Yanam,,1,1
21076,01-05-2025,Tamil Nadu,33,Ariyalur,610,6,22
21077,01-05-2025,Tamil Nadu,33,Chengalpattu,730,8,49
21078,01-05-2025,Tamil Nadu,33,Chennai,568,16,73
21079,01-05-2025,Tamil Nadu,33,Coimbatore,569,18,48
21080,01-05-2025,Tamil Nadu,33,Cuddalore,570,14,71
21081,01-05-2025,Tamil Nadu,33,Dharmapuri,571,8,37
21082,01-05-2025,Tamil Nadu,33,Dindigul,572,15,63
21083,01-05-2025,Tamil Nadu,33,Erode,573,15,58
21084,01-05-2025,Tamil Nadu,33,Kallakurichi,729,9,40
21085,01-05-2025,Tamil Nadu,33,Kancheepuram,574,6,38
21086,01-05-2025,Tamil Nadu,33,Kanniyakumari,575,10,50
21087,01-05-2025,Tamil Nadu,33,Karur,576,8,26
21088,01-05-2025,Tamil Nadu,33,Krishnagiri,577,10,50
21089,01-05-2025,Tamil Nadu,33,Madurai,578,17,72
21090,01-05-2025,Tamil Nadu,33,Mayiladuthurai,735,5,19
21091,01-05-2025,Tamil Nadu,33,Nagapattinam,579,7,22
21092,01-05-2025,Tamil Nadu,33,Namakkal,580,16,57
21093,01-05-2025,Tamil Nadu,33,Perambalur,581,4,13
21094,01-05-2025,Tamil Nadu,33,Pudukkottai,582,13,86
21095,01-05-2025,Tamil Nadu,33,Ramanathapuram,583,11,42
21096,01-05-2025,Tamil Nadu,33,Ranipet,731,8,26
21097,01-05-2025,Tamil Nadu,33,Salem,584,22,91
21098,01-05-2025,Tamil Nadu,33,Sivaganga,585,12,43
21099,01-05-2025,Tamil Nadu,33,Tenkasi,733,11,34
21100,01-05-2025,Tamil Nadu,33,Thanjavur,586,16,60
21101,01-05-2025,Tamil Nadu,33,The Nilgiris,587,4,20
21102,01-05-2025,Tamil Nadu,33,Theni,588,9,34
21103,01-05-2025,Tamil Nadu,33,Thiruvallur,589,13,80
21104,01-05-2025,Tamil Nadu,33,Thiruvarur,590,10,34
21105,01-05-2025,Tamil Nadu,33,Thoothukkudi,594,13,54
21106,01-05-2025,Tamil Nadu,33,Tiruchirappalli,591,16,54
21107,01-05-2025,Tamil Nadu,33,Tirunelveli,592,10,32
21108,01-05-2025,Tamil Nadu,33,Tirupathur,732,7,31
21109,01-05-2025,Tamil Nadu,33,Tiruppur,634,14,44
21110,01-05-2025,Tamil Nadu,33,Tiruvannamalai,593,19,68
21111,01-05-2025,Tamil Nadu,33,Vellore,595,8,35
21112,01-05-2025,Tamil Nadu,33,Viluppuram,596,14,62
21113,01-05-2025,Tamil Nadu,33,Virudhunagar,597,12,47
21114,01-05-2025,Telangana,36,Adilabad,501,5,51
21115,01-05-2025,Telangana,36,Bhadradri Kothagudem,690,11,84
21116,01-05-2025,Telangana,36,Hanumakonda,686,3,32
21117,01-05-2025,Telangana,36,Hyderabad,507,5,37
21118,01-05-2025,Telangana,36,Jagitial,681,4,42
21119,01-05-2025,Telangana,36,Jangoan,689,3,27
21120,01-05-2025,Telangana,36,Jayashankar Bhupalapally,687,2,26
21121,01-05-2025,Telangana,36,Jogulamba Gadwal,695,3,29
21122,01-05-2025,Telangana,36,Kamareddy,685,5,48
21123,01-05-2025,Telangana,36,Karimnagar,508,4,31
21124,01-05-2025,Telangana,36,Khammam,509,7,74
21125,01-05-2025,Telangana,36,Kumuram Bheem Asifabad,699,5,40
21126,01-05-2025,Telangana,36,Mahabubabad,688,5,58
21127,01-05-2025,Telangana,36,Mahabubnagar,512,4,47
21128,01-05-2025,Telangana,36,Mancherial,684,4,38
21129,01-05-2025,Telangana,36,Medak,513,4,42
21130,01-05-2025,Telangana,36,Medchal Malkajgiri,700,3,32
21131,01-05-2025,Telangana,36,Mulugu,720,4,27
21132,01-05-2025,Telangana,36,Nagarkurnool,694,5,46
21133,01-05-2025,Telangana,36,Nalgonda,514,9,82
21134,01-05-2025,Telangana,36,Narayanpet,721,3,29
21135,01-05-2025,Telangana,36,Nirmal,680,4,37
21136,01-05-2025,Telangana,36,Nizamabad,516,5,59
21137,01-05-2025,Telangana,36,Peddapalli,682,3,28
21138,01-05-2025,Telangana,36,Rajanna Sircilla,683,2,24
21139,01-05-2025,Telangana,36,Ranga Reddy,518,7,63
21140,01-05-2025,Telangana,36,Sangareddy,691,5,60
21141,01-05-2025,Telangana,36,Siddipet,692,5,47
21142,01-05-2025,Telangana,36,Suryapet,696,5,48
21143,01-05-2025,Telangana,36,Vikarabad,698,5,45
21144,01-05-2025,Telangana,36,Wanaparthy,693,3,23
21145,01-05-2025,Telangana,36,Warangal,522,3,37
21146,01-05-2025,Telangana,36,Yadadri Bhuvanagiri,697,4,36
21272,01-06-2025,Andhra Pradesh,28,Alluri Sitharama Raju,745,19,144
21273,01-06-2025,Andhra Pradesh,28,Anakapalli,744,9,75
21274,01-06-2025,Andhra Pradesh,28,Ananthapuramu,502,11,91
21275,01-06-2025,Andhra Pradesh,28,Annamayya,753,11,98
21276,01-06-2025,Andhra Pradesh,28,Bapatla,750,9,78
21277,01-06-2025,Andhra Pradesh,28,Chittoor,503,12,97
21278,01-06-2025,Andhra Pradesh,28,Dr. B.R. Ambedkar Konaseema,747,7,69
21279,01-06-2025,Andhra Pradesh,28,East Godavari,505,7,59
21280,01-06-2025,Andhra Pradesh,28,Eluru,748,10,87
21281,01-06-2025,Andhra Pradesh,28,Guntur,506,6,59
21282,01-06-2025,Andhra Pradesh,28,Kakinada,746,9,78
21283,01-06-2025,Andhra Pradesh,28,Krishna,510,8,65
21284,01-06-2025,Andhra Pradesh,28,Kurnool,511,10,73
21285,01-06-2025,Andhra Pradesh,28,Nandyal,755,6,67
21286,01-06-2025,Andhra Pradesh,28,Ntr,749,6,53
21287,01-06-2025,Andhra Pradesh,28,Palnadu,751,9,83
21288,01-06-2025,Andhra Pradesh,28,Parvathipuram Manyam,743,10,86
21289,01-06-2025,Andhra Pradesh,28,Prakasam,517,13,119
21290,01-06-2025,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,13,118
21291,01-06-2025,Andhra Pradesh,28,Sri Sathya Sai,754,12,114
21292,01-06-2025,Andhra Pradesh,28,Srikakulam,519,16,131
21293,01-06-2025,Andhra Pradesh,28,Tirupati,752,12,97
21294,01-06-2025,Andhra Pradesh,28,Visakhapatnam,520,3,29
21295,01-06-2025,Andhra Pradesh,28,Vizianagaram,521,11,99
21296,01-06-2025,Andhra Pradesh,28,West Godavari,523,7,64
21297,01-06-2025,Andhra Pradesh,28,Y.S.R. Kadapa,504,13,92
21553,01-06-2025,Karnataka,29,Bagalkote,524,6,85
21554,01-06-2025,Karnataka,29,Ballari,528,4,47
21555,01-06-2025,Karnataka,29,Belagavi,527,14,209
21556,01-06-2025,Karnataka,29,Bengaluru Rural,526,4,43
21557,01-06-2025,Karnataka,29,Bengaluru South,631,5,53
21558,01-06-2025,Karnataka,29,Bengaluru Urban,525,6,94
21559,01-06-2025,Karnataka,29,Bidar,529,5,61
21560,01-06-2025,Karnataka,29,Chamarajanagar,531,5,56
21561,01-06-2025,Karnataka,29,Chikkaballapura,630,6,74
21562,01-06-2025,Karnataka,29,Chikkamagaluru,532,7,65
21563,01-06-2025,Karnataka,29,Chitradurga,533,7,88
21564,01-06-2025,Karnataka,29,Dakshina Kannada,534,7,82
21565,01-06-2025,Karnataka,29,Davanagere,535,5,64
21566,01-06-2025,Karnataka,29,Dharwad,536,6,58
21567,01-06-2025,Karnataka,29,Gadag,537,5,45
21568,01-06-2025,Karnataka,29,Hassan,539,8,85
21569,01-06-2025,Karnataka,29,Haveri,540,7,78
21570,01-06-2025,Karnataka,29,Kalaburagi,538,9,115
21571,01-06-2025,Karnataka,29,Kodagu,541,3,34
21572,01-06-2025,Karnataka,29,Kolar,542,6,79
21573,01-06-2025,Karnataka,29,Koppal,543,5,71
21574,01-06-2025,Karnataka,29,Mandya,544,8,89
21575,01-06-2025,Karnataka,29,Mysuru,545,9,107
21576,01-06-2025,Karnataka,29,Raichur,546,8,96
21577,01-06-2025,Karnataka,29,Shivamogga,547,7,85
21578,01-06-2025,Karnataka,29,Tumakuru,548,11,138
21579,01-06-2025,Karnataka,29,Udupi,549,4,48
21580,01-06-2025,Karnataka,29,Uttara Kannada,550,11,99
21581,01-06-2025,Karnataka,29,Vijayanagara,738,5,55
21582,01-06-2025,Karnataka,29,Vijayapura,530,7,86
21583,01-06-2025,Karnataka,29,Yadgir,635,4,50
21584,01-06-2025,Kerala,32,Alappuzha,554,15,87
21585,01-06-2025,Kerala,32,Ernakulam,555,23,109
21586,01-06-2025,Kerala,32,Idukki,556,13,55
21587,01-06-2025,Kerala,32,Kannur,557,21,94
21588,01-06-2025,Kerala,32,Kasaragod,558,12,41
21589,01-06-2025,Kerala,32,Kollam,559,21,93
21590,01-06-2025,Kerala,32,Kottayam,560,15,85
21591,01-06-2025,Kerala,32,Kozhikode,561,21,106
21592,01-06-2025,Kerala,32,Malappuram,562,29,130
21593,01-06-2025,Kerala,32,Palakkad,563,21,108
21594,01-06-2025,Kerala,32,Pathanamthitta,564,12,57
21595,01-06-2025,Kerala,32,Thiruvananthapuram,565,24,104
21596,01-06-2025,Kerala,32,Thrissur,566,23,115
21597,01-06-2025,Kerala,32,Wayanad,567,8,37
21773,01-06-2025,Puducherry,34,Karaikal,598,1,8
21774,01-06-2025,Puducherry,34,Mahe,,1,1
21775,01-06-2025,Puducherry,34,Puducherry,600,4,23
21776,01-06-2025,Puducherry,34,Yanam,,1,1
21847,01-06-2025,Tamil Nadu,33,Ariyalur,610,6,22
21848,01-06-2025,Tamil Nadu,33,Chengalpattu,730,8,49
21849,01-06-2025,Tamil Nadu,33,Chennai,568,16,73
21850,01-06-2025,Tamil Nadu,33,Coimbatore,569,18,48
21851,01-06-2025,Tamil Nadu,33,Cuddalore,570,14,71
21852,01-06-2025,Tamil Nadu,33,Dharmapuri,571,8,37
21853,01-06-2025,Tamil Nadu,33,Dindigul,572,15,63
21854,01-06-2025,Tamil Nadu,33,Erode,573,15,58
21855,01-06-2025,Tamil Nadu,33,Kallakurichi,729,9,40
21856,01-06-2025,Tamil Nadu,33,Kancheepuram,574,6,38
21857,01-06-2025,Tamil Nadu,33,Kanniyakumari,575,10,50
21858,01-06-2025,Tamil Nadu,33,Karur,576,8,26
21859,01-06-2025,Tamil Nadu,33,Krishnagiri,577,10,50
21860,01-06-2025,Tamil Nadu,33,Madurai,578,17,72
21861,01-06-2025,Tamil Nadu,33,Mayiladuthurai,735,5,19
21862,01-06-2025,Tamil Nadu,33,Nagapattinam,579,7,22
21863,01-06-2025,Tamil Nadu,33,Namakkal,580,16,57
21864,01-06-2025,Tamil Nadu,33,Perambalur,581,4,13
21865,01-06-2025,Tamil Nadu,33,Pudukkottai,582,13,86
21866,01-06-2025,Tamil Nadu,33,Ramanathapuram,583,11,42
21867,01-06-2025,Tamil Nadu,33,Ranipet,731,8,26
21868,01-06-2025,Tamil Nadu,33,Salem,584,22,91
21869,01-06-2025,Tamil Nadu,33,Sivaganga,585,12,43
21870,01-06-2025,Tamil Nadu,33,Tenkasi,733,11,34
21871,01-06-2025,Tamil Nadu,33,Thanjavur,586,16,60
21872,01-06-2025,Tamil Nadu,33,The Nilgiris,587,4,20
21873,01-06-2025,Tamil Nadu,33,Theni,588,9,34
21874,01-06-2025,Tamil Nadu,33,Thiruvallur,589,13,80
21875,01-06-2025,Tamil Nadu,33,Thiruvarur,590,10,34
21876,01-06-2025,Tamil Nadu,33,Thoothukkudi,594,13,54
21877,01-06-2025,Tamil Nadu,33,Tiruchirappalli,591,16,54
21878,01-06-2025,Tamil Nadu,33,Tirunelveli,592,10,32
21879,01-06-2025,Tamil Nadu,33,Tirupathur,732,7,31
21880,01-06-2025,Tamil Nadu,33,Tiruppur,634,14,44
21881,01-06-2025,Tamil Nadu,33,Tiruvannamalai,593,19,68
21882,01-06-2025,Tamil Nadu,33,Vellore,595,8,35
21883,01-06-2025,Tamil Nadu,33,Viluppuram,596,14,62
21884,01-06-2025,Tamil Nadu,33,Virudhunagar,597,12,47
21885,01-06-2025,Telangana,36,Adilabad,501,5,51
21886,01-06-2025,Telangana,36,Bhadradri Kothagudem,690,11,84
21887,01-06-2025,Telangana,36,Hanumakonda,686,3,32
21888,01-06-2025,Telangana,36,Hyderabad,507,5,37
21889,01-06-2025,Telangana,36,Jagitial,681,4,42
21890,01-06-2025,Telangana,36,Jangoan,689,3,27
21891,01-06-2025,Telangana,36,Jayashankar Bhupalapally,687,2,26
21892,01-06-2025,Telangana,36,Jogulamba Gadwal,695,3,29
21893,01-06-2025,Telangana,36,Kamareddy,685,5,48
21894,01-06-2025,Telangana,36,Karimnagar,508,4,31
21895,01-06-2025,Telangana,36,Khammam,509,7,74
21896,01-06-2025,Telangana,36,Kumuram Bheem Asifabad,699,5,40
21897,01-06-2025,Telangana,36,Mahabubabad,688,5,58
