id,state_name,district_name,health_id_created,awc_infra_drink_water_src,awc_infra_func_toilets,awc_infra_own_building,awc_did_not_open,awc_open_atleast_1_day,awc_open_atleast_15_days,awc_open_atleast_21_days,awc_open_atleast_25_days,adolescent_girls,children_0_6_months,children_0_2_years,children_3_6_years,children_6_months_3_years,children_measured_0_5_years,children_measured_0_6_years,children_attend_awc_atleast_25_days,hcm_given_1_6_days,hcm_given_7_14_days,hcm_given_15_20_days,hcm_given_atleast_1_day,hcm_given_atleast_15_days,hcm_given_atleast_25_days,lactating_mothers,pregnant_women,pregnant_women_and_lactating_mother,obese_or_overweight,severely_moderately_underweight,severely_or_moderately_stunted,wasting_sam_or_mam,thr_given_atleast_1_day,thr_given_atleast_25_days,awc_mini,awc_regular,awc_rural,awc_urban,awc_total,awc_tribal_rural,awc_tribal_urban,janman_rural,janman_urban,awc_rural_pvtg,awc_urban_pvtg
19539,Tamil Nadu,Dharmapuri,1026,1336,1134,1022,0,0,1336,1335,1009,0,6634,20724,52469,49587,94494,107603,0,0,0,0,0,0,0,6845,8018,11305,1,3,10,2,0,0,249,1087,1242,94,1336,62,0,3,0,3,0
19540,Tamil Nadu,Dindigul,3432,2035,1991,1567,0,0,2035,2035,2024,0,8313,25691,67765,56436,110927,132290,0,0,0,0,0,0,0,8283,9221,14472,1,7,15.5,3,0,0,96,1939,1541,494,2035,17,5,0,0,0,0
19541,Tamil Nadu,Erode,8675,2080,1900,1514,44,0,2036,2031,1927,0,6566,20076,53740,46081,91274,106212,0,0,0,0,0,0,0,6610,8198,11138,1,6,10.5,3,0,0,102,1978,1291,789,2080,0,0,0,0,0,0
19542,Tamil Nadu,Kallakurichi,10291,1162,809,759,0,0,1162,1158,1069,0,6723,21260,53810,48923,94211,109088,0,0,0,0,0,0,0,6840,8257,11203,0,7,12.5,4,0,0,45,1117,1089,73,1162,92,0,2,0,2,0
19543,Tamil Nadu,Kancheepuram,2845,940,926,827,0,0,939,939,883,0,4528,13703,27914,30851,56769,63041,0,0,0,0,0,0,0,4616,5706,7369,0,3,7,1,0,0,96,844,731,209,940,2,0,2,0,2,0
19544,Tamil Nadu,Kanniyakumari,2405,1401,1401,864,7,0,1394,1390,370,0,5924,18465,44775,41692,79621,92349,0,0,0,0,0,0,0,6063,7358,10337,1,3,7.5,2,0,0,33,1368,553,848,1401,9,1,0,0,0,0
19545,Tamil Nadu,Karur,4658,1052,909,698,0,0,1052,1051,1022,0,3721,11320,30884,26417,52002,60892,0,0,0,0,0,0,0,3767,4273,6198,1,7,14.5,4,0,0,285,767,787,265,1052,0,0,0,0,0,0
19546,Tamil Nadu,Krishnagiri,1243,1796,1361,1288,3,0,1786,1771,1114,0,6068,20046,38911,47498,84629,90848,0,0,0,0,0,0,0,6271,8628,11075,2,8,21.5,4,0,0,507,1289,1678,118,1796,275,0,0,0,0,0
19547,Tamil Nadu,Madurai,23,2001,1922,1436,0,0,2001,1991,1750,0,10650,33259,75555,74022,138671,159593,0,0,0,0,0,0,0,10828,13124,18629,1,6,12.5,3,0,0,94,1907,1426,575,2001,0,0,0,0,0,0
19548,Tamil Nadu,Mayiladuthurai,818,692,593,512,0,0,692,684,596,0,2424,7844,20975,20090,37295,41887,0,0,0,0,0,0,0,2546,3510,4222,2,5,16,3,0,0,111,581,626,66,692,0,0,0,0,0,0
19549,Tamil Nadu,Nagapattinam,2957,633,582,491,0,0,633,628,444,0,2051,6315,19722,15669,30978,36993,0,0,0,0,0,0,0,2128,2833,3474,1,5,11.5,4,0,0,64,569,537,96,633,0,0,0,0,0,0
19550,Tamil Nadu,Namakkal,12306,1599,1590,1121,0,0,1591,1564,1313,0,5621,16834,43658,36842,72633,85396,0,0,0,0,0,0,0,5605,6479,9800,2,7,13.5,4,0,0,29,1570,1157,442,1599,80,0,0,0,0,0
19551,Tamil Nadu,Perambalur,1743,490,447,444,0,0,490,485,413,0,2752,8006,18310,17735,33754,38603,0,0,0,0,0,0,0,2760,3284,4399,1,10,17.5,5,0,0,59,431,443,47,490,1,0,1,0,1,0
19552,Tamil Nadu,Pudukkottai,4913,1799,1717,1392,0,0,1799,1783,509,0,5487,17157,52031,43405,85283,100541,0,0,0,0,0,0,0,5709,7899,9565,1,7,15.5,4,0,0,169,1630,1667,132,1799,0,0,0,0,0,0
19553,Tamil Nadu,Ramanathapuram,229,1453,1314,814,0,0,1454,1452,1400,15242,3210,11326,36116,30614,59372,69372,0,0,0,0,0,0,0,3248,4614,5857,0,5,11,3,0,0,247,1207,1267,187,1454,0,0,0,0,0,0
19554,Tamil Nadu,Ranipet,4038,956,891,665,0,0,956,952,875,0,4242,13043,33104,29934,57154,66135,0,0,0,0,0,0,0,4288,5071,6967,1,8,17.5,4,0,0,13,943,759,197,956,0,0,0,0,0,0
19555,Tamil Nadu,Salem,4894,2697,2404,1912,0,0,2697,2690,2386,0,13597,41864,104238,95208,184743,211535,0,0,0,0,0,0,0,14174,16577,23518,1,3,8,2,0,0,153,2544,1865,832,2697,175,0,1,0,1,0
19556,Tamil Nadu,Sivaganga,1292,1551,1382,1207,0,0,1552,1552,1521,0,4008,12361,27642,29480,54926,60871,0,0,0,0,0,0,0,4151,4949,6946,0,6,10,4,0,0,397,1155,1384,168,1552,0,0,0,0,0,0
19557,Tamil Nadu,Tenkasi,3878,1301,1298,940,0,0,1301,1300,9,0,4484,15558,44250,37769,73314,86424,0,0,0,0,0,0,0,4536,6356,8359,1,6,13,3,0,0,129,1172,932,369,1301,0,0,0,0,0,0
19558,Tamil Nadu,Thanjavur,565,1749,1523,1251,0,0,1749,1748,386,0,7649,22636,62699,55717,110356,125975,0,0,0,0,0,0,0,7946,10116,12645,1,4,9.5,2,0,0,120,1629,1421,328,1749,0,0,0,0,0,0
19559,Tamil Nadu,The Nilgiris,632,486,475,404,0,0,486,486,462,0,1090,3853,11841,9825,19358,22719,0,0,0,0,0,0,0,1081,1561,2116,1,12,22,4,0,0,44,442,255,231,486,34,12,9,3,16,2
19560,Tamil Nadu,Theni,249,1065,961,657,0,0,1064,1057,948,0,3694,12926,22323,30194,51081,54633,0,0,0,0,0,0,0,4114,5664,7125,1,6,15,4,0,0,22,1043,605,460,1065,0,0,0,0,0,0
19561,Tamil Nadu,Thiruvallur,1058,1762,1689,1386,5,0,1757,1756,1685,0,7597,24090,64832,58659,110317,127885,0,0,0,0,0,0,0,7812,9890,12580,1,6.5,14.5,3,0,0,41,1721,1511,251,1762,2,1,2,1,2,1
19562,Tamil Nadu,Thiruvarur,648,1260,1235,821,0,0,1260,1245,1106,0,3146,10957,31937,28404,55524,62984,0,0,0,0,0,0,0,3465,4777,5783,3,5,14.5,3,0,0,133,1127,1128,132,1260,0,0,0,0,0,0
19563,Tamil Nadu,Thoothukkudi,183,1505,1462,1013,0,0,1505,1500,389,0,5026,16411,37698,37443,70913,79877,0,0,0,0,0,0,0,5113,6754,9287,1,5,11,2,0,0,100,1405,1121,384,1505,0,0,0,0,0,0
19564,Tamil Nadu,Tiruchirappalli,63189,1850,1786,1568,0,0,1850,1850,1807,0,10956,32984,76573,72030,139908,159482,0,0,0,0,0,0,0,10943,13001,18556,0,6,9.5,3,0,0,184,1666,1376,474,1850,0,0,0,0,0,0
19565,Tamil Nadu,Tirunelveli,4245,1261,1259,1013,0,0,1261,1259,15,0,5129,16233,43093,37221,71958,84489,0,0,0,0,0,0,0,5173,7237,9220,1,7.5,15.5,3,0,0,129,1132,827,434,1261,0,2,0,0,0,0
19566,Tamil Nadu,Tirupathur,1045,969,925,726,0,0,969,969,923,0,5203,16109,36528,37184,70008,77879,0,0,0,0,0,0,0,5598,6675,9131,1,4,13.5,3,0,0,6,963,807,162,969,49,0,0,0,1,0
19567,Tamil Nadu,Tiruppur,2617,1512,1448,1273,0,0,1512,1512,1500,0,6765,21747,57384,52470,98823,115979,0,0,0,0,0,0,0,6830,8715,11876,1,4,7.5,2,0,0,169,1343,976,536,1512,5,0,0,0,0,0
19568,Tamil Nadu,Tiruvannamalai,26185,2127,2080,1734,0,0,2127,2123,2008,0,8943,28422,75819,66405,128504,149075,0,0,0,0,0,0,0,9155,10805,14799,1,5,12,3,0,0,241,1886,1910,217,2127,14,0,0,0,0,0
19569,Tamil Nadu,Vellore,429,1075,971,747,0,0,1075,1071,958,0,4792,15709,41210,38445,73003,83539,0,0,0,0,0,0,0,5123,6480,8649,1,7,15.5,4,0,0,19,1056,772,303,1075,14,0,0,0,0,0
19570,Tamil Nadu,Viluppuram,1323,1781,1654,1388,40,0,1741,1740,112,0,8121,24243,60804,54905,107449,123299,0,0,0,0,0,0,0,8187,9822,13035,1,5,12.5,3,0,0,96,1685,1607,174,1781,0,0,0,0,0,0
19571,Tamil Nadu,Virudhunagar,4843,1504,1470,1227,0,0,1504,1504,1489,28798,6224,20445,53596,47964,91959,107407,0,0,0,0,0,0,0,6327,8754,11290,1,7,13.5,3,0,0,77,1427,1232,272,1504,0,0,0,0,0,0
19572,Telangana,Adilabad,12,978,318,383,0,0,1249,1226,547,0,2780,9365,26016,23277,45624,51967,0,0,0,0,0,0,0,3067,4035,4830,4,22,43.5,5,0,0,0,1256,1103,153,1256,645,0,3,1,37,0
19573,Telangana,Bhadradri Kothagudem,47,1786,967,858,0,0,2036,1893,759,11098,2776,9824,27845,26463,51471,56595,0,0,0,0,0,0,0,2894,4434,4718,3,16,29,7,0,0,0,2060,1764,296,2060,1536,87,0,0,9,0
19574,Telangana,Hanumakonda,40,521,423,209,7,0,781,781,696,0,2511,7493,19567,18636,35483,40510,0,0,0,0,0,0,0,2611,3095,3772,3,14.5,29,6,0,0,0,788,537,251,788,0,0,0,0,0,0
19575,Telangana,Hyderabad,191,889,908,23,0,0,970,968,899,0,4409,20963,51711,54870,99326,110841,0,0,0,0,0,0,0,4467,6464,7683,4,14.5,36,4,0,0,0,970,0,970,970,0,0,0,0,0,0
19576,Telangana,Jagitial,83,897,764,291,0,0,1065,1064,485,0,4142,12522,30801,31641,59920,66116,0,0,0,0,0,0,0,4235,5637,6381,3,12.5,29,3,0,0,0,1065,870,195,1065,2,0,0,0,2,0
19577,Telangana,Jangoan,18,556,405,235,0,0,695,694,625,0,1643,5182,11427,12170,22992,25128,0,0,0,0,0,0,0,1691,2138,2632,2,14,29,4,0,0,0,695,666,29,695,0,0,0,0,0,0
19578,Telangana,Jayashankar Bhupalapally,35,518,415,195,0,0,639,613,443,4059,1556,4425,9405,9932,18798,20768,0,0,0,0,0,0,0,1495,1901,2235,3,16.5,32,4,0,0,0,644,589,55,644,0,0,0,0,0,0
19579,Telangana,Jogulamba Gadwal,78,583,426,208,0,0,709,699,485,0,2271,8621,22852,21782,40798,45969,0,0,0,0,0,0,0,2315,3638,4098,4,24.5,52,4,0,0,0,713,572,141,713,0,0,0,0,0,0
19580,Telangana,Kamareddy,97,688,378,617,0,0,1193,1188,326,0,4244,12830,31894,30182,57998,65936,0,0,0,0,0,0,0,4353,5483,6895,3,16.5,33,4,0,0,0,1193,1100,93,1193,0,0,0,0,0,0
19581,Telangana,Karimnagar,77,694,705,302,0,0,777,776,726,0,3287,9570,21277,22123,41528,46508,0,0,0,0,0,0,0,3266,3660,4905,3,17.5,32,5,0,0,0,777,586,191,777,0,0,0,0,0,0
19582,Telangana,Khammam,123,1476,1218,946,0,0,1840,1840,1010,0,4451,14418,31783,34223,64680,70262,0,0,0,0,0,0,0,4274,5838,7044,3,9.5,23,4,0,0,0,1840,1532,308,1840,381,0,0,0,0,0
19583,Telangana,Kumuram Bheem Asifabad,10,901,309,353,10,0,853,734,99,6465,1892,6404,22410,16900,31342,37162,0,0,0,0,0,0,0,2067,2590,3048,3,22,45.5,5,0,0,0,973,907,66,973,410,0,0,0,44,0
19584,Telangana,Mahabubabad,53,1126,660,347,3,0,1434,1429,787,0,2674,8030,16644,18945,35369,38179,0,0,0,0,0,0,0,2641,3376,4065,3,13,28.5,6,0,0,0,1437,1286,151,1437,169,0,0,0,11,0
19585,Telangana,Mahabubnagar,9,1082,589,299,4,0,1155,1154,837,0,3175,11657,23043,27765,50261,53563,0,0,0,0,0,0,0,3245,4443,5667,3,16.5,35.5,5,0,0,0,1160,936,224,1160,0,0,0,0,0,0
19586,Telangana,Mancherial,50,903,555,184,11,0,953,934,409,0,2459,7847,18243,19198,35586,38597,0,0,0,0,0,0,0,2514,2990,3827,4,15.5,34,4,0,0,0,969,675,294,969,3,0,0,0,3,0
19587,Telangana,Medak,34,876,380,358,0,0,1076,1073,588,0,3646,10998,23399,25481,47769,52167,0,0,0,0,0,0,0,3665,4493,5890,3,20.5,33.5,7,0,0,0,1076,977,99,1076,164,1,0,0,0,0
19588,Telangana,Medchal Malkajgiri,1203,737,703,232,0,0,793,793,526,0,3597,18715,54116,54410,99423,111962,0,0,0,0,0,0,0,3680,6225,6885,4,12.5,30,5,0,0,0,793,136,657,793,0,0,0,0,0,0
19589,Telangana,Mulugu,194,431,269,278,1,0,592,517,209,0,943,3121,8215,7821,14895,16458,0,0,0,0,0,0,0,1014,1355,1480,4,18.5,35.5,7,0,0,0,640,640,0,640,436,0,0,0,0,0
19590,Telangana,Nagarkurnool,1026,847,300,518,1,0,1129,1119,439,0,2817,9556,18713,23016,41413,44163,0,0,0,0,0,0,0,2819,3716,4668,3,14,34.5,4,0,0,0,1131,1038,93,1131,156,0,0,0,54,0
19591,Telangana,Nalgonda,65,1598,1095,660,1,0,2091,2083,1715,0,5410,17167,28911,40762,71389,74489,0,0,0,0,0,0,0,5521,6700,8698,3,13.5,32,4,0,0,0,2093,1789,304,2093,0,0,0,0,0,0
19592,Telangana,Narayanpet,20,643,259,132,0,0,703,689,90,0,2883,9037,19432,20050,37366,41801,0,0,0,0,0,0,0,2885,3729,4927,4,23,44,5,0,0,0,704,610,94,704,0,0,0,0,0,0
19593,Telangana,Nirmal,40,785,551,198,0,0,910,871,530,0,3445,10617,26374,25365,48416,54788,0,0,0,0,0,0,0,3517,4190,5295,4,17.5,39,4,0,0,0,926,791,135,926,4,0,0,0,4,0
19594,Telangana,Nizamabad,197,1237,934,492,0,0,1500,1489,719,0,7335,22556,55296,53657,100820,115668,0,0,0,0,0,0,0,7433,9259,11859,4,14,30,4,0,0,0,1500,1207,293,1500,43,0,0,0,0,0
19595,Telangana,Peddapalli,0,560,588,228,0,0,688,648,487,0,2503,7403,15477,17126,31946,34748,0,0,0,0,0,0,0,2482,2970,3702,4,16,31,6,0,0,0,706,514,192,706,0,0,0,0,0,0
19596,Telangana,Rajanna Sircilla,46,509,479,269,0,0,586,576,439,0,2431,7119,15821,17131,32092,35123,0,0,0,0,0,0,0,2444,2959,3670,3,11,26,3,0,0,0,587,475,112,587,0,0,0,0,0,0
19597,Telangana,Ranga Reddy,30,1382,935,758,0,0,1600,1597,594,0,6601,26697,60938,67022,120689,132846,0,0,0,0,0,0,0,6690,9938,11333,5,12.5,31.5,5,0,0,0,1600,1297,303,1600,0,0,0,0,0,0
19598,Telangana,Sangareddy,23,1392,546,568,0,0,1502,1492,593,0,5619,18856,46892,44862,84960,96154,0,0,0,0,0,0,0,5839,7954,10249,5,16,34,5,0,0,0,1504,1302,202,1504,186,2,0,0,0,0
19599,Telangana,Siddipet,26106,1071,663,470,3,0,1147,1145,712,0,4334,13327,31389,30236,58006,65746,0,0,0,0,0,0,0,4237,5090,6847,2,14.5,27,4,0,0,0,1150,981,169,1150,0,0,0,0,0,0
19600,Telangana,Suryapet,23,690,607,340,0,0,1209,1206,1082,0,3301,10489,19798,25354,45857,48065,0,0,0,0,0,0,0,3262,4434,5170,2,12,26,4,0,0,0,1209,997,212,1209,0,0,0,0,0,0
19601,Telangana,Vikarabad,27,695,352,503,0,0,1128,1103,323,0,3006,11469,25439,28831,51686,56382,0,0,0,0,0,0,0,3083,4812,5547,5,17,35.5,6,0,0,0,1132,1021,111,1132,1,1,0,0,1,1
19602,Telangana,Wanaparthy,7,534,345,215,0,0,589,589,92,0,1248,5148,8694,13103,21633,22832,0,0,0,0,0,0,0,1289,2028,2247,2,18.5,34,6,0,0,0,589,503,86,589,0,0,0,0,0,0
19603,Telangana,Warangal,60,856,601,193,0,0,918,902,707,0,2904,8904,20942,21633,40036,45254,0,0,0,0,0,0,0,3017,3695,4476,3,14.5,30,6,0,0,0,919,626,293,919,12,0,0,0,2,0
19604,Telangana,Yadadri Bhuvanagiri,24,504,425,257,1,0,899,888,526,0,2769,9144,19728,21055,39020,42938,0,0,0,0,0,0,0,2776,3497,4764,2,14.5,23,6,0,0,0,901,758,143,901,0,0,0,0,0,0
19730,Andhra Pradesh,Alluri Sitharama Raju,604,2976,1498,1318,108,0,3038,2636,1145,12314,3627,13504,51316,38327,77691,90537,0,0,0,0,0,0,0,4099,6256,6875,3,21,35,11,0,0,1351,1964,3314,1,3315,3020,1,0,0,531,0
19731,Andhra Pradesh,Anakapalli,515,1908,1665,902,2,0,1905,1900,1682,0,5875,18852,33320,42353,74526,80863,0,0,0,0,0,0,0,6278,7451,10233,3,8.5,21.5,5,0,0,183,1725,1714,194,1908,301,0,0,0,3,0
19732,Andhra Pradesh,Ananthapuramu,1066,2300,2214,1044,0,0,2300,2276,1285,0,8117,30644,67351,73376,133087,147727,0,0,0,0,0,0,0,8804,12618,15915,2,7.5,16.5,4,0,0,207,2095,1951,351,2302,0,0,0,0,0,0
19733,Andhra Pradesh,Annamayya,1142,2217,1692,1064,0,0,2275,2275,2239,0,6163,21848,40857,50374,88281,97180,0,0,0,0,0,0,0,6707,8679,12194,2,3,8,3,0,0,410,1865,2144,131,2275,0,0,0,0,0,0
19734,Andhra Pradesh,Bapatla,523,1888,1766,605,0,0,1888,1888,1801,0,3650,14535,27005,33636,59053,64032,0,0,0,0,0,0,0,4080,5759,7745,2,6,15.5,4,0,0,11,1877,1677,211,1888,0,0,0,0,0,0
19735,Andhra Pradesh,Chittoor,832,2399,2135,1153,0,0,2420,2420,533,0,6049,21842,39127,50765,89041,95662,0,0,0,0,0,0,0,6781,9289,12410,2,7.5,17,5,0,0,622,1798,2157,263,2420,0,0,0,0,0,0
19736,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,162,1726,1702,691,0,0,1722,1688,452,0,4378,15550,34994,37043,67994,75782,0,0,0,0,0,0,0,4835,6623,8321,2,6,14,3,0,0,90,1636,1660,66,1726,0,0,0,0,0,0
19737,Andhra Pradesh,East Godavari,804,1556,1550,716,0,0,1556,1555,378,0,4937,18011,35567,41397,74238,81503,0,0,0,0,0,0,0,5353,7260,9417,1,5,12,3,0,0,23,1533,1324,232,1556,0,0,0,0,0,0
19738,Andhra Pradesh,Eluru,416,2226,2141,972,0,0,2226,2226,336,0,6116,21464,48012,48418,90508,102180,0,0,0,0,0,0,0,6355,8299,10922,2,7,13.5,4,0,0,266,1960,1977,249,2226,245,0,0,0,82,0
19739,Andhra Pradesh,Guntur,1830,1480,1439,377,0,0,1480,1480,1473,0,4239,18557,49546,45687,85517,98625,0,0,0,0,0,0,0,4994,7655,9220,3,6.5,20.5,4,0,0,17,1463,1008,472,1480,0,0,0,0,0,0
19740,Andhra Pradesh,Kakinada,369,1986,1960,736,0,0,1986,1986,1518,0,6359,22413,41299,52185,91612,99148,0,0,0,0,0,0,0,7069,9273,12144,2,6.5,15,4,0,0,48,1938,1533,453,1986,3,0,0,0,2,0
19741,Andhra Pradesh,Krishna,546,1707,1697,1026,0,0,1707,1707,1550,0,4428,15971,36258,36371,67406,76833,0,0,0,0,0,0,0,4801,6171,8372,3,6.5,18.5,4,0,0,108,1599,1490,217,1707,0,0,0,0,0,0
19742,Andhra Pradesh,Kurnool,400,1874,1785,730,0,0,1873,1825,1316,0,9855,40378,71029,94201,161105,173957,0,0,0,0,0,0,0,12182,17390,22901,1,4.5,11,2,0,0,16,1870,1528,358,1886,0,0,0,0,0,0
19743,Andhra Pradesh,Nandyal,206,1639,1428,636,0,0,1663,1646,1127,0,5963,23461,50406,56731,102042,112640,0,0,0,0,0,0,0,6609,9921,12243,1,9,17.5,4,0,0,43,1620,1404,259,1663,9,0,0,0,0,0
19744,Andhra Pradesh,Ntr,457,1473,1402,587,0,0,1475,1475,357,0,5445,19851,47942,46035,86151,98949,0,0,0,0,0,0,0,5976,8156,10567,3,7.5,21.5,3,0,0,50,1425,1001,474,1475,0,0,0,0,0,0
19745,Andhra Pradesh,Palnadu,393,2031,1956,566,0,0,2031,2022,972,0,5892,23408,53185,56783,103444,115330,0,0,0,0,0,0,0,6586,9175,11755,3,7,18.5,5,0,0,21,2010,1707,324,2031,0,0,0,0,0,0
19746,Andhra Pradesh,Parvathipuram Manyam,364,2063,1919,727,7,0,2064,2062,1949,13823,2910,10320,24992,25208,46837,52702,0,0,0,0,0,0,0,3393,4248,5556,1,7.5,14.5,4,0,0,620,1455,1888,187,2075,1007,0,0,0,43,0
19747,Andhra Pradesh,Prakasam,1657,2886,2472,1170,1,0,2901,2836,1349,0,6267,24470,54411,58930,107094,118457,0,0,0,0,0,0,0,6849,9714,12204,3,7,19,4,0,0,227,2676,2500,403,2903,27,0,0,0,1,0
19748,Andhra Pradesh,Sri Potti Sriramulu Nellore,1213,2761,2439,1061,0,0,2933,2920,390,0,5416,23159,53095,56467,103005,114234,0,0,0,0,0,0,0,6158,9748,11996,2,8.5,18,6,0,0,230,2704,2461,473,2934,0,0,0,0,0,0
19749,Andhra Pradesh,Sri Sathya Sai,653,2626,2108,1034,0,0,2824,2824,1486,0,5119,19726,43656,47653,87555,95738,0,0,0,0,0,0,0,5776,8179,10616,3,7.5,19,5,0,0,521,2303,2438,386,2824,0,0,0,0,0,0
19750,Andhra Pradesh,Srikakulam,3074,3348,2204,993,0,0,3374,3257,2088,0,7072,22817,41472,53084,92961,100658,0,0,0,0,0,0,0,7658,9144,12301,4,7,18,4,0,0,594,2791,3054,331,3385,27,0,0,0,27,0
19751,Andhra Pradesh,Tirupati,481,2462,2241,1102,1,0,2491,2490,926,0,5869,23702,48998,58478,102689,112543,0,0,0,0,0,0,0,6332,10198,12339,3,6,15,4,0,0,360,2132,2066,426,2492,0,0,0,0,0,0
19752,Andhra Pradesh,Visakhapatnam,138,776,637,210,0,0,775,773,687,0,5428,20672,38844,50911,85958,94396,0,0,0,0,0,0,0,6260,8805,10980,3,6.5,17,5,0,0,36,740,220,556,776,0,0,0,0,0,0
19753,Andhra Pradesh,Vizianagaram,954,2495,1989,798,0,0,2499,2497,2130,0,5895,17946,27858,40076,68483,72988,0,0,0,0,0,0,0,6377,7274,10235,1,5,10,3,0,0,274,2225,2177,322,2499,0,0,0,0,0,0
19754,Andhra Pradesh,West Godavari,246,1626,1623,599,0,0,1626,1626,209,0,4674,16267,40301,39281,73234,83924,0,0,0,0,0,0,0,4956,6684,8578,1,6,11.5,4,0,0,71,1555,1420,206,1626,0,0,0,0,0,0
19755,Andhra Pradesh,Y.S.R. Kadapa,5136,2388,2112,1077,0,0,2389,2389,658,19047,7938,28136,57248,62937,112998,126152,0,0,0,0,0,0,0,8337,10646,15220,4,7.5,20.5,4,0,0,177,2212,1698,691,2389,0,0,0,0,0,0
20011,Karnataka,Bagalkote,7004,2228,2211,1549,0,0,2444,2070,645,0,9102,30953,72387,73328,133979,152954,0,0,0,0,0,0,0,10834,13876,18855,6,20,49.5,2,0,0,29,2415,1771,673,2444,0,0,0,0,0,0
20012,Karnataka,Ballari,275,962,1284,948,0,0,1357,1251,577,0,6086,24226,51971,55891,101294,113099,0,0,0,0,0,0,0,8797,12147,17397,3,17,30.5,4,0,0,1,1357,941,417,1358,0,0,0,0,0,0
20013,Karnataka,Belagavi,109480,5499,5358,3333,0,0,5650,5595,4645,0,27140,82992,217489,183796,358203,427939,0,0,0,0,0,0,0,29390,38305,52406,4,17.5,40,3,0,0,12,5644,4409,1247,5656,0,0,0,0,0,0
20014,Karnataka,Bengaluru Rural,17782,1245,1275,1048,0,0,1275,1264,1086,0,3072,10260,23050,25622,46990,51619,0,0,0,0,0,0,0,3590,5134,6708,5,12,37.5,1,0,0,61,1216,1111,166,1277,0,0,0,0,0,0
20015,Karnataka,Bengaluru South,2012,1403,1542,1071,0,0,1586,1586,1275,0,3296,10228,23783,24786,45550,50946,0,0,0,0,0,0,0,3608,4728,6036,6,11,34,1,0,0,240,1346,1355,231,1586,0,0,0,0,0,0
20016,Karnataka,Bengaluru Urban,2770,2820,2872,1158,0,0,2877,2877,2860,0,4655,27807,71438,99161,163421,174617,0,0,0,0,0,0,0,6946,11434,13909,3,6,25,1,0,0,2,2875,995,1882,2877,0,0,0,0,0,0
20017,Karnataka,Bidar,9170,1674,1492,1414,0,0,2051,1499,283,0,5896,22186,67159,59399,114590,130268,0,0,0,0,0,0,0,7305,11423,14090,6,22.5,46,5,0,0,7,2044,1672,379,2051,0,0,0,0,0,0
20018,Karnataka,Chamarajanagar,669,1133,1253,1079,0,0,1442,1436,943,0,2950,9685,21247,21434,40433,45438,0,0,0,0,0,0,0,3186,3643,5722,7,14.5,36.5,4,0,0,43,1399,1260,182,1442,23,0,0,0,0,0
20019,Karnataka,Chikkaballapura,496,1926,1972,1216,0,0,2014,2014,1314,0,4772,15258,30456,35160,63863,70230,0,0,0,0,0,0,0,5237,6507,9316,9,14.5,42.5,4,0,0,25,1989,1803,211,2014,0,0,0,0,0,0
20020,Karnataka,Chikkamagaluru,16886,1825,1849,1643,0,0,1858,1802,1232,0,3350,10429,25650,24515,46969,53418,0,0,0,0,0,0,0,3702,4475,6330,4,7,21.5,1,0,0,100,1758,1686,172,1858,0,0,0,0,0,0
20021,Karnataka,Chitradurga,3776,2213,2170,1811,0,0,2428,2418,2000,0,6329,22267,55530,51904,98676,113097,0,0,0,0,0,0,0,6950,9309,12955,6,14.5,35,4,0,0,60,2368,2145,283,2428,0,0,0,0,0,0
20022,Karnataka,Dakshina Kannada,50489,2120,2128,1927,0,0,2131,2131,2125,0,9240,27629,44003,54444,99402,107526,0,0,0,0,0,0,0,9705,11184,18717,5,10,28,0,0,0,0,2131,1645,486,2131,0,1,0,0,0,1
20023,Karnataka,Davanagere,34364,1722,1725,1179,0,0,1771,1681,1076,0,6684,22144,46438,49962,90662,102517,0,0,0,0,0,0,0,6921,9248,12734,4,16.5,39.5,3,0,0,42,1729,1380,391,1771,0,0,0,0,0,0
20024,Karnataka,Dharwad,3161,1556,1536,862,0,0,1622,1617,1201,0,6983,22502,53938,55147,99901,113765,0,0,0,0,0,0,0,7675,10791,14094,3,22.5,47,2,0,0,0,1622,1016,606,1622,0,0,0,0,0,0
20025,Karnataka,Gadag,14102,1199,1143,926,0,0,1248,1238,1122,0,4862,16431,36742,38198,69146,79082,0,0,0,0,0,0,0,5489,7840,10164,1,10.5,20.5,1,0,0,1,1247,913,335,1248,0,0,0,0,0,0
20026,Karnataka,Hassan,436,2300,2445,1926,0,0,2691,2650,922,0,5177,15109,31750,35150,65248,71705,0,0,0,0,0,0,0,6023,7494,9999,8,10,31.5,3,0,0,130,2561,2462,229,2691,0,0,0,0,0,0
20027,Karnataka,Haveri,9230,1967,1970,1469,0,0,1991,1916,1512,0,7992,25068,64186,56814,108305,128893,0,0,0,0,0,0,0,8420,11000,14961,2,22.5,42.5,0,0,0,5,1986,1668,323,1991,0,0,0,0,0,0
20028,Karnataka,Kalaburagi,246,2778,2837,1981,0,0,3417,3165,1250,0,9944,40575,124880,107283,204446,239556,0,0,0,0,0,0,0,14718,19819,25705,7,21,43.5,5,0,0,13,3407,2546,874,3420,0,0,0,0,0,0
20029,Karnataka,Kodagu,266,879,881,799,0,0,886,884,562,0,2225,6399,12590,12083,23347,26818,0,0,0,0,0,0,0,2174,2511,4233,7,10.5,32.5,2,0,0,6,880,824,62,886,5,0,0,0,5,0
